"Source Name"	"Characteristics[barcode identifier]"	"Term Source REF"	"Term Accession Number"	"Characteristics[material role]"	"Term Source REF"	"Term Accession Number"	"Characteristics[chemical compound]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Experiment-5123]"	"Term Source REF"	"Term Accession Number"	"Characteristics[consomic_chromosome]"	"Term Source REF"	"Term Accession Number"	"Characteristics[mouse_strain]"	"Term Source REF"	"Term Accession Number"	"Characteristics[mouse_strain_description]"	"Term Source REF"	"Term Accession Number"	"Characteristics[feeding_description]"	"Term Source REF"	"Term Accession Number"	"Characteristics[feeding]"	"Term Source REF"	"Term Accession Number"	"Characteristics[RNAseq data availability]"	"Term Source REF"	"Term Accession Number"	"Characteristics[ABI-Chip data availability]"	"Term Source REF"	"Term Accession Number"	"Characteristics[sex]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of Mallory-Denk bodies by p62 staining]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment Mallory-Denk bodies by Ubiquitin staining]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of pigment]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of cellular ballooning]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of steatosis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of ductulare reaction]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of inflammation]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of sclerosing cholangitis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of apoptosis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of necrosis]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Date"	"Sample Name"	"Material Type"	"Term Source REF"	"Term Accession Number"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"M2392-1-3"	"302648"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"14"	""	""	"C57BL/6J-Chr14<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2392-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2393-1-3"	"303172"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"14"	""	""	"C57BL/6J-Chr14<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2393-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2394-1-3"	"305406"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"15"	""	""	"C57BL/6J-Chr15<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2394-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2398-1-3"	"311373"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"7"	""	""	"C57BL/6J-Chr07<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2398-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2399-1-3"	"303427"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"7"	""	""	"C57BL/6J-Chr07<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2399-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2400-1-3"	"302617"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"1"	""	""	"C57BL/6J-Chr01<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2400-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2401-1-3"	"302621"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"1"	""	""	"C57BL/6J-Chr01<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2401-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2403-1-3"	"305398"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2403-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2404-1-3"	"309137"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2404-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2405-1-3"	"309123"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2405-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2406-1-3"	"303111"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"8"	""	""	"C57BL/6J-Chr08<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2406-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2407-1-3"	"303489"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"8"	""	""	"C57BL/6J-Chr08<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2407-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2410-1-2"	"309171"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"9"	""	""	"C57BL/6J-Chr09<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2410-1-2"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2412-1-3"	"311387"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"10"	""	""	"C57BL/6J-Chr10<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2412-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2413-1-3"	"311443"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"10"	""	""	"C57BL/6J-Chr10<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2413-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2414-1-3"	"303155"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"10"	""	""	"C57BL/6J-Chr10<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2414-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2415-1-3"	"306150"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"10"	""	""	"C57BL/6J-Chr10<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2415-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2420-1-4"	"309084"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2420-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2421-1-3"	"303343"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"16"	""	""	"C57BL/6J-Chr16<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2421-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2422-1-3"	"309110"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"16"	""	""	"C57BL/6J-Chr16<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2422-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2424-1-4"	"303326"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"5"	""	""	"C57BL/6J-Chr05<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2424-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2425-1-4"	"311474"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"5"	""	""	"C57BL/6J-Chr05<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2425-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2430-1-2"	"302564"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"14"	""	""	"C57BL/6J-Chr14<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2430-1-2"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2431-1-4"	"302696"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"14"	""	""	"C57BL/6J-Chr14<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2431-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2432-1-4"	"303413"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"18"	""	""	"C57BL/6J-Chr18<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2432-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2433-1-4"	"303431"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"18"	""	""	"C57BL/6J-Chr18<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M2433-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
